19,19,19
18,18,18
17,17,17
16,16,16
15,15,15
14,14,14
13,13,13
12,12,12
11,11,11
10,10,10
11,9,11
10,10,10
9,9,11
10,8,10
9,7,9
10,8,8
9,7,7
8,8,6
7,7,5
8,6,4
9,5,5
8,4,4
9,5,5
10,4,6
9,3,5
8,4,4
7,5,3
6,4,4
5,3,3
6,4,2
5,5,1
4,4,4
3,5,5
2,4,4
1,3,3
4,4,2
3,3,1
4,2,2
3,3,1
4,2,0
3,1,1
2,0,0
3,3,1
2,2,0
1,3,1
2,4,0
1,3,1
0,2,2
1,1,1
0,2,0
1,3,3
0,2,2
3,1,1
2,2,0
1,3,1
2,2,0
1,3,1
0,4,0
5,3,1
4,4,0
5,3,1
4,2,0
5,1,1
4,2,0
3,1,1
2,0,0
3,1,3
4,0,2
5,3,1
4,2,0
5,1,1
4,0,0
3,1,1
2,2,2
1,1,1
2,0,0
1,1,1
0,2,0
1,1,1
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
2,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,3
0,0,2
1,1,1
0,0,0
1,1,3
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,3
0,0,4
1,1,3
0,0,2
1,1,1
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,3
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,3
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,2
1,1,1
0,0,2
1,1,1
2,0,0
1,1,1
0,0,2
1,1,1
0,2,0
1,1,1
0,2,0
1,1,1
0,2,2
1,1,1
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,2
1,1,5
0,2,4
1,1,5
0,2,4
1,1,3
0,2,4
1,1,3
0,2,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,2
1,1,1
2,2,0
1,1,1
0,2,0
1,3,1
0,2,0
1,1,1
0,2,2
1,1,1
2,0,0
1,3,1
0,6,0
1,5,1
2,6,0
1,5,1
0,4,2
1,5,1
0,4,0
1,3,1
2,4,0
1,3,1
2,4,0
1,3,1
0,2,0
1,3,1
0,4,0
1,3,1
0,4,0
1,3,1
0,4,0
1,3,1
0,2,0
1,1,1
0,0,0
1,3,1
0,2,0
1,1,1
2,0,0
1,3,1
0,4,0
1,3,1
0,2,0
1,3,1
0,2,0
1,1,1
0,2,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
2,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
2,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
2,0,0
1,1,1
2,0,0
1,1,1
0,2,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,2,0
1,1,1
0,0,0
1,1,1
0,2,0
3,1,1
2,0,0
1,1,1
0,0,0
1,1,1
2,0,0
1,1,1
2,0,0
1,1,1
0,0,0
3,1,1
2,0,0
1,1,1
2,2,0
3,1,1
2,0,0
1,1,1
0,0,0
1,1,1
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,2,0
1,1,1
2,0,0
1,1,1
0,2,0
1,1,1
2,2,0
1,1,1
0,2,0
1,1,1
0,0,0
1,1,3
0,2,2
1,3,1
0,2,0
3,1,3
2,0,4
1,1,3
2,0,2
1,1,3
0,0,2
1,1,1
0,0,2
1,1,1
2,0,0
1,1,1
2,0,0
1,1,1
4,0,0
3,1,1
2,0,2
3,1,1
2,0,0
1,1,1
0,0,0
1,1,1
2,0,2
1,1,1
4,0,0
3,3,1
2,2,0
1,1,1
0,2,2
1,1,1
0,0,2
1,1,1
2,2,2
1,1,1
2,2,2
1,5,1
2,4,0
3,5,1
2,4,0
3,3,1
4,2,0
3,1,1
4,0,0
3,1,1
2,0,0
3,1,1
2,0,0
3,1,1
2,0,0
3,5,1
2,4,0
1,3,1
0,2,0
1,5,1
0,4,0
1,3,1
0,2,0
1,1,1
0,2,0
1,1,1
0,0,0
1,3,1
2,2,0
1,3,1
0,4,0
1,3,1
0,2,0
1,1,1
2,0,0
1,3,1
2,2,0
3,1,1
2,2,2
1,1,1
0,2,0
1,1,1
0,0,0
1,1,1
2,0,0
1,1,1
2,0,0
1,1,1
0,0,0
1,1,1
2,0,0
1,1,1
2,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,3,1
0,4,0
1,3,1
2,2,0
1,1,3
0,0,2
1,1,1
0,2,0
1,3,1
0,2,0
1,3,1
0,4,2
1,3,1
0,4,0
1,5,1
0,4,0
1,5,1
0,4,0
1,5,1
0,4,0
1,3,1
0,2,0
1,3,1
0,4,0
1,3,1
0,2,0
1,3,1
0,4,0
1,5,1
0,4,0
1,3,1
0,2,0
1,1,3
0,0,2
1,3,1
0,2,0
3,1,1
2,4,2
1,5,1
0,4,2
5,5,1
4,4,2
3,5,3
4,4,2
3,5,3
4,4,4
3,3,3
4,2,2
3,3,3
2,2,2
1,1,1
0,0,0
1,3,1
4,2,0
3,3,1
2,2,2
1,1,1
0,0,0
3,1,1
2,2,2
1,1,1
0,2,0
1,1,1
0,0,0
1,1,5
0,0,4
1,1,3
0,2,2
1,1,1
0,0,0
1,3,7
0,2,6
1,3,5
0,2,4
1,1,3
2,0,4
1,3,3
0,2,2
1,1,3
0,2,4
1,3,3
0,4,2
1,3,3
2,2,4
1,1,3
0,0,2
1,1,1
0,2,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,2,0
1,1,3
2,2,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,2,4
1,1,3
0,0,2
3,1,1
2,0,2
1,1,3
2,0,2
1,1,3
0,0,2
1,1,1
0,2,2
1,3,3
2,2,2
1,3,1
0,2,2
1,3,1
0,2,0
1,1,1
0,0,2
1,1,1
0,0,0
1,1,1
0,0,0
1,1,1
0,0,0
1,1,3
0,0,2
1,1,1
0,2,2
1,1,1
0,0,0
1,1,3
0,0,4
1,1,3
0,2,2
1,1,1
0,2,2
1,1,1
2,2,0
3,3,1
2,2,2
1,1,1
0,0,0
1,1,1
0,2,2
1,3,1
0,2,0
1,1,7
0,2,8
1,3,7
2,2,6
1,1,5
2,2,4
1,1,5
0,0,4
1,1,3
4,0,4
3,1,5
4,0,6
5,1,5
4,0,4
5,1,5
4,0,4
3,1,5
6,0,6
5,1,5
4,2,4
3,1,3
2,0,4
3,1,5
4,2,4
3,1,5
2,2,6
3,1,7
2,2,6
3,1,5
4,0,4
3,1,5
6,2,8
5,1,7
4,0,8
7,1,9
6,0,8
5,1,7
4,0,6
5,1,5
6,0,4
7,1,3
6,0,2
5,3,3
6,2,4
5,5,3
4,4,8
7,3,7
6,4,8
5,3,7
4,4,6
3,3,5
4,2,6
3,1,5
2,0,6
3,1,5
2,0,4
1,1,3
0,2,4
1,1,3
2,0,2
1,1,1
2,0,6
1,1,5
0,2,6
1,1,5
0,0,4
1,1,3
2,0,2
1,1,3
0,2,4
1,1,5
2,2,4
1,1,3
0,2,4
1,1,3
2,0,4
1,3,3
0,4,2
1,3,1
2,2,0
1,1,1
0,2,0
1,5,1
0,4,0
1,3,1
0,2,0
1,3,3
0,4,2
1,5,1
0,4,0
1,5,1
2,4,0
1,3,1
0,2,0
1,3,1
2,2,2
1,1,1
0,2,0
1,1,1
0,0,0
3,1,3
4,4,2
5,3,1
4,4,0
5,3,1
4,2,0
5,1,3
4,4,2
3,7,1
4,6,0
3,5,1
4,4,2
3,5,1
2,4,2
1,3,3
2,2,2
3,3,1
2,2,0
1,3,1
0,2,0
1,3,1
0,2,0
1,1,1
0,0,0
1,1,1
0,0,2
1,1,1
0,2,2
1,1,1
2,0,2
1,1,1
4,0,0
3,1,1
4,0,2
3,1,1
2,0,0
1,1,1
2,0,0
1,1,1
0,0,2
1,1,1
0,0,0
3,1,1
2,0,2
1,3,3
2,2,2
1,1,1
0,2,2
1,1,1
0,2,0
3,1,1
2,0,0
1,1,5
2,0,6
1,1,5
0,2,4
1,1,3
0,2,2
1,1,3
0,0,2
1,1,1
2,0,0
1,1,1
0,0,0
1,1,1
0,0,2
1,1,3
0,0,4
1,1,3
0,0,2
1,1,3
2,0,2
1,1,3
0,0,2
3,1,3
2,0,2
1,5,3
0,4,2
1,3,1
0,4,0
1,3,3
0,2,2
1,1,1
2,0,0
1,3,1
0,2,0
1,3,1
0,4,0
1,3,1
0,4,0
1,5,1
0,4,0
1,3,3
0,4,2
1,3,1
0,2,0
1,3,1
0,2,0
1,1,3
0,0,2
1,3,3
2,2,2
1,1,3
0,0,2
1,3,1
0,4,2
1,3,1
0,4,0
1,3,1
0,2,0
1,3,3
0,2,2
1,3,3
0,2,2
1,3,3
0,4,2
1,3,3
2,2,2
1,3,3
0,2,2
1,3,1
2,4,0
3,3,1
2,2,0
1,3,5
4,2,4
3,5,3
2,6,4
3,7,3
4,8,4
3,7,3
2,8,2
1,7,1
0,6,4
1,5,3
2,6,6
1,5,5
0,6,4
3,7,5
4,6,6
3,7,5
2,6,4
1,5,3
4,8,4
5,9,3
4,8,2
5,9,1
4,8,0
3,7,1
4,6,0
3,5,1
2,10,0
1,11,3
0,10,2
1,9,1
0,10,0
3,11,1
4,12,0
