19.948,19.96,20.004
19.952,19.928,19.98
19.926,19.904,19.94
19.868,19.83,20.014
19.836,19.852,19.954
19.938,19.868,19.904
19.898,19.724,19.862
19.888,19.672,19.634
19.87,19.706,19.744
20,19.688,19.844
20.258,19.886,19.768
20.028,20.006,20.088
20.122,20.108,19.938
20.202,20.016,19.918
20.104,19.996,19.632
20.21,19.746,19.682
20.234,19.764,19.75
20.174,19.676,19.9
20.064,19.708,20.062
20.106,19.726,19.936
20.086,19.848,20.026
20.036,19.996,20.236
20.25,19.744,20.53
20.23,19.79,20.524
20.342,19.952,20.602
20.374,19.99,20.808
20.26,19.776,20.748
20.5,19.68,20.936
20.69,19.604,21.036
20.684,19.74,21.044
20.632,19.57,21.048
20.418,19.504,20.912
20.454,19.6,20.724
20.19,19.794,20.84
20.026,19.516,21.068
20.16,19.388,21.28
20.308,19.356,20.93
20.078,19.484,21.166
20.252,19.124,21.002
20.3,19.04,20.978
20.27,19.354,20.994
19.664,19.348,21.17
19.518,19.274,21.21
19.356,19.334,20.98
19.086,19.59,21.338
19.028,19.846,21.396
19.244,20,21.544
19.44,20.238,21.324
19.37,20.106,21.39
19.368,20.298,21.604
19.522,20.45,21.586
19.428,20.698,21.786
19.29,20.836,21.896
18.842,20.846,21.946
19.196,20.808,21.972
18.912,20.53,22.052
19.15,20.39,22.09
19.018,20.318,22.208
18.874,20.346,21.858
19.32,20.54,22.186
19.458,20.47,22.212
19.47,20.682,22.452
19.584,20.658,22.468
19.528,20.39,22.392
19.496,20.044,22.578
19.52,20.074,22.664
19.552,20.004,23.064
19.76,19.722,23.004
19.732,19.968,22.91
19.348,19.574,22.77
19.682,19.014,22.7
18.958,18.828,22.294
18.89,18.528,22.254
19.006,18.812,21.856
18.548,18.552,21.536
18.688,18.604,21.826
18.178,18.506,22.576
17.878,18.4,22.168
17.694,18.358,22.256
17.838,18.272,21.874
17.318,18.284,21.804
17.38,17.886,22.126
17.636,17.694,21.654
17.212,17.3,21.484
16.994,17.084,21.432
16.796,17.372,21.368
17.28,17.5,21.394
17.012,17.8,21.516
16.934,18.022,21.616
16.312,17.854,21.814
16.738,17.66,21.81
16.65,16.932,21.898
16.652,17.06,21.75
17.292,17.138,21.916
17.12,17.292,21.668
17.032,16.908,21.812
17.44,17.112,21.566
17.118,16.978,21.348
17.534,17.202,21.542
17.332,17.028,21.56
17.186,17.124,21.342
16.92,17.014,21.14
16.768,17.172,20.856
17.166,17.284,21.036
17.476,17.286,21.368
17.456,17.316,21.384
18.058,17.632,21.668
17.806,17.82,21.34
17.88,18.092,20.966
18.202,18.128,20.832
17.974,18.096,20.686
17.502,18.116,20.66
17.466,18.084,21.054
17.73,18.1,21.652
18.248,18.27,21.802
18.516,17.696,21.89
18.616,17.96,22.064
18.706,18.344,21.922
18.88,18.576,21.504
18.968,18.516,21.93
18.276,18.614,22.068
18.006,18.622,22.438
18.082,18.568,22.532
18.01,18.598,22.458
17.87,18.904,22.298
18.064,18.768,22.59
17.886,19.788,22.668
18.282,20.01,22.806
18.406,20.748,22.386
18.12,20.326,22.062
18.444,20.742,21.652
18.372,20.936,21.31
18.574,20.732,21.316
18.72,20.132,21.18
18.74,20.144,20.998
18.698,19.918,20.958
18.706,19.928,21.092
18.512,20.708,21.336
18.858,20.794,21.33
18.204,21.086,21.558
18.596,20.794,21.582
18.596,21.028,21.198
18.292,21.52,21.402
18.34,21.57,21.416
18.516,21.258,21.776
18.582,20.762,21.504
18.914,21.33,21.666
18.638,20.578,21.596
18.932,20.216,21.832
18.976,20.274,22.018
19.366,20.206,22.108
19.398,20.264,21.89
19.242,20.508,21.74
19.382,20.9,21.622
19.482,20.524,22.162
19.326,21.178,21.572
19.69,21.434,21.344
19.628,21.596,21.4
20.042,21.458,21.446
20.208,21.564,21.968
20.652,21.74,22.112
20.93,22.122,22.176
21.026,21.67,22.142
21.522,21.902,21.97
21.878,21.942,22.006
21.988,21.954,21.678
21.896,22.008,21.956
22.148,22.916,21.854
22.456,23.124,21.5
22.502,22.952,21.434
22,22.804,22.118
21.942,23.058,21.992
22.258,23.526,21.794
22.434,24.024,21.68
22.262,24.074,21.904
21.984,24.348,22.062
22.022,23.926,21.99
21.62,24.248,22.044
22.012,24.8,21.972
22.006,24.904,21.426
21.7,25.188,21.572
21.426,25.23,21.558
21.798,24.938,21.978
21.596,24.958,22.366
22.392,24.974,22.272
22.448,25.916,22.546
22.832,26.416,22.424
22.846,27.236,22.58
23.458,26.908,22.284
23.354,27.062,22.102
23.644,27.072,21.924
23.636,27.358,22.348
23.94,27.01,22.338
24.482,26.814,21.854
24.048,26.712,21.742
24.238,26.978,21.338
24.202,27.132,21.294
24.566,27.638,21.428
24.834,28.428,21.848
24.778,28.57,21.778
24.954,29.796,21.708
25.164,29.916,21.756
25.02,29.974,21.582
24.94,30.098,21.71
25.064,30.244,20.948
24.722,30.332,20.688
24.042,30.524,20.516
24.34,30.366,20.822
23.908,29.892,20.282
24.218,30.786,19.874
24.288,31.714,19.842
24.046,31.264,19.114
23.992,31.21,18.85
24.01,31.34,18.586
24.008,31.182,18.018
23.466,31.566,17.97
23.32,31.678,17.94
23.406,31.178,17.522
23.116,31.474,17.704
23.39,31.61,18.144
23.154,31.748,18.204
22.968,31.58,17.966
23.364,30.988,18.008
23.066,30.896,17.714
23.554,30.84,17.638
23.77,30.568,17.758
23.624,30.764,17.882
24.552,30.674,17.952
24.198,30.828,18.138
24.122,30.686,18.476
23.918,31.374,18.636
24.008,31.258,18.99
24.314,31.284,18.42
24.062,31.088,18.464
24.356,30.904,18.706
24.756,30.208,18.658
24.918,30.056,19.342
25.526,29.896,19.432
25.23,29.86,19.356
25.406,29.898,18.786
25.538,30.438,19.2
25.41,29.896,19.22
25.756,29.866,19.136
25.556,29.924,18.688
25.62,30.446,19.47
25.242,30.26,18.894
24.762,29.964,18.692
24.26,30.23,18.616
24.292,29.442,18.46
24.518,28.76,18.892
24.36,29.052,18.722
23.754,29.032,18.476
23.914,29.356,18.878
23.112,28.954,19.098
22.586,29.63,19.254
22.198,29.492,19.102
22.306,29.372,18.844
22.224,29.234,18.944
22.3,29.134,19.14
